iter	Logloss
239	0.38730191
240	0.3871927294
241	0.387073852
242	0.3870280839
243	0.3868361897
244	0.3867147236
245	0.3865584305
246	0.3864688373
247	0.3862380827
248	0.386117309
249	0.3860145185
250	0.3859704023
251	0.3857622864
252	0.3856322899
253	0.3855396098
254	0.3853699753
255	0.3852170528
256	0.3851247118
257	0.3850254178
258	0.3849437356
259	0.3847821689
260	0.3845778884
261	0.3845592152
262	0.3844549227
263	0.3842867098
264	0.3841338135
265	0.3839383163
266	0.383773913
267	0.3836480622
268	0.3833343117
269	0.3831510586
270	0.3831475798
271	0.3829891165
272	0.3828463846
273	0.3827155239
274	0.3826014995
275	0.3824658497
276	0.3822838578
277	0.3822793429
278	0.3821873613
279	0.3820585319
280	0.3819201025
281	0.3817992932
282	0.3816455297
283	0.381486086
284	0.3813467216
285	0.3811939825
286	0.3811158802
287	0.3810454706
288	0.380884503
289	0.3807475364
290	0.3806333659
291	0.3805820853
292	0.3804422656
293	0.3803510418
294	0.3803485453
295	0.3801919484
296	0.380031862
297	0.3799460533
298	0.3799396851
299	0.3798474409
300	0.3797924133
301	0.3796277431
302	0.3795595847
303	0.3794108523
304	0.379328475
305	0.3791761256
306	0.3790652422
307	0.378957992
308	0.3788432613
309	0.3787369964
310	0.3785615135
311	0.3784166094
312	0.3783235452
313	0.3781994803
314	0.3779997733
315	0.3777737425
316	0.3776690679
317	0.3775306155
318	0.3774001205
319	0.3773179074
320	0.3772400478
321	0.3771720473
322	0.3770102365
323	0.3769523303
324	0.3768767615
325	0.3767277348
326	0.376649181
327	0.3765011003
328	0.3763472925
329	0.3761952615
330	0.3760587936
331	0.3760401979
332	0.3758579556
333	0.3757761165
334	0.3756509609
335	0.3755261185
336	0.3754352094
337	0.3753435007
338	0.3751543219
339	0.3751499464
340	0.3749862695
341	0.3749825904
342	0.3748164042
343	0.3747877595
344	0.3747800601
345	0.3746811253
346	0.3745474012
347	0.3744824039
348	0.374342202
349	0.3742567049
350	0.374194885
351	0.3741114154
352	0.3740323135
353	0.3738806881
354	0.3737668808
355	0.3736801665
356	0.3735665447
357	0.373470928
358	0.3733628612
359	0.3732284745
360	0.3731302291
361	0.3730140728
362	0.3728393479
363	0.3727829155
364	0.3726365129
365	0.3725304418
366	0.3723589345
367	0.3721970118
368	0.3720795201
369	0.3719235361
370	0.3717807357
371	0.3717129929
372	0.3715892008
373	0.3715303582
374	0.3713758886
375	0.3712857494
376	0.3711467751
377	0.371058606
378	0.370872439
379	0.3707121199
380	0.3706537062
381	0.3705712897
382	0.3704628006
383	0.3704451292
384	0.3704446049
385	0.3703098835
386	0.3701665322
387	0.3700466479
388	0.3699038869
389	0.369841665
390	0.3696327453
391	0.3695140389
392	0.3693918472
393	0.3692692975
394	0.3692578597
395	0.3691578344
396	0.3690285235
397	0.3689048846
398	0.3688336356
399	0.3687544267
400	0.3685815806
401	0.3684984393
402	0.368442259
403	0.3682895928
404	0.3681912258
405	0.3680787015
406	0.3679551737
407	0.3677960676
408	0.3675992274
409	0.3674145417
410	0.3673740768
411	0.3673006992
412	0.3671895588
413	0.3671025255
414	0.3669999996
415	0.3668412766
416	0.3668407346
417	0.3667582517
418	0.3665992312
419	0.3664253607
420	0.3663355282
421	0.3662372544
422	0.3661390443
423	0.3659466016
424	0.3658959147
425	0.3658209134
426	0.3656601506
427	0.3654923934
428	0.3653676271
429	0.3652795985
430	0.365189883
431	0.3651037997
432	0.364971005
433	0.364860745
434	0.3647434462
435	0.3645284283
436	0.3643631371
437	0.3643028023
438	0.364161289
439	0.3639889176
440	0.3638753368
441	0.3637781192
442	0.3636221365
443	0.363476406
444	0.3633200594
445	0.3631543044
446	0.3630138604
447	0.3628547745
448	0.3627026438
449	0.3625444219
450	0.3623575983
451	0.3622617266
452	0.3621494869
453	0.362069266
454	0.3619370167
455	0.3617989025
456	0.3616117717
457	0.3614600537
458	0.3613347795
459	0.3611695152
460	0.3610178512
461	0.3609504818
462	0.3608077337
463	0.3606938221
464	0.3605900185
465	0.3605040789
466	0.3603445906
467	0.3602012816
468	0.3600428641
469	0.359920941
470	0.3597657284
471	0.3596729244
472	0.3595604616
473	0.3594060838
474	0.3592695864
475	0.3591637111
476	0.3590399269
477	0.358842133
478	0.3587298732
479	0.3585628938
480	0.3584461917
481	0.3582860658
482	0.3581549665
483	0.3580752941
484	0.3579758617
485	0.357893897
486	0.3578121467
487	0.3576398555
488	0.357561782
489	0.3573971823
490	0.3572912847
491	0.3571988143
492	0.3570755474
493	0.3569048988
494	0.35674181
495	0.3566061165
496	0.35640242
497	0.356223417
498	0.3560521066
499	0.3559805142
500	0.3558886382
501	0.3557596786
502	0.3556268142
503	0.355496806
504	0.3553947065
505	0.3553482149
506	0.3551783178
507	0.355064587
508	0.3549471696
509	0.3547813628
510	0.3546565051
511	0.3545348546
512	0.3543440337
513	0.3542458965
514	0.3541252342
515	0.353977811
516	0.3538528135
517	0.3537562759
518	0.3536362835
519	0.3535139454
520	0.353431689
521	0.3533316196
522	0.3532140483
523	0.3531152875
524	0.3529645129
525	0.3528056839
526	0.3526784725
527	0.352613306
528	0.3525347017
529	0.3523951118
530	0.3522782163
531	0.3521646372
532	0.3519829594
533	0.3518440544
534	0.3517194725
535	0.3515717152
536	0.3514390803
537	0.351277485
538	0.3511221897
539	0.3509936093
540	0.3508676094
541	0.350727977
542	0.3505804708
543	0.3504678489
544	0.3503440362
545	0.3502101155
546	0.3501365053
547	0.3500495097
548	0.3499357758
549	0.3498517213
550	0.349701141
551	0.349583825
552	0.3495095627
553	0.3494429313
554	0.349295276
555	0.3491868791
556	0.3490425731
557	0.3489748573
558	0.3488306342
559	0.3487590142
560	0.3486557091
561	0.3485177755
562	0.3483696597
563	0.3482804196
564	0.348185534
565	0.3481127376
566	0.3479872773
567	0.3478823133
568	0.3477723331
569	0.3476732669
570	0.3475350683
571	0.3474485642
572	0.3473877143
573	0.3473084539
574	0.3472169293
575	0.3471290113
576	0.3470095729
577	0.3468841292
578	0.3467760066
579	0.3467050598
580	0.3466268918
581	0.3464531403
582	0.3463933918
583	0.3463297972
584	0.3462292674
585	0.346088846
586	0.3459626313
587	0.3458436227
588	0.345709525
589	0.3456257916
590	0.3455115535
591	0.3454544975
592	0.3453661987
593	0.3452820599
594	0.3452154698
595	0.3451534804
596	0.3450812545
597	0.3449705877
598	0.3448844722
599	0.3448074591
600	0.3446401097
601	0.3445846199
602	0.3445346785
603	0.3444161084
604	0.3443028949
605	0.3441755353
606	0.3441231183
607	0.3440150997
608	0.3439109388
609	0.3438149559
610	0.3436573794
611	0.3435813327
612	0.3435028057
613	0.3434240017
614	0.3433753466
615	0.3433034554
616	0.3431542079
617	0.3430296233
618	0.342939304
619	0.3428502331
620	0.3427778867
621	0.3426769216
622	0.3426255096
623	0.3425002534
624	0.3423842443
625	0.3423313135
626	0.3421821644
627	0.3420857275
628	0.3419684209
629	0.3418995708
630	0.3417600885
631	0.3416489111
632	0.3415999832
633	0.341555438
634	0.3414129848
635	0.3413356986
636	0.3412023479
637	0.3410431603
638	0.3409379895
639	0.3408163959
640	0.3407305924
641	0.340657194
642	0.3405446697
643	0.3404661165
644	0.3403784403
645	0.3403025585
646	0.3402336973
647	0.3400995679
648	0.3400349475
649	0.3399577386
650	0.3398477399
651	0.3396918818
652	0.3396135965
653	0.3395547698
654	0.3394265338
655	0.3393384734
656	0.3392108998
657	0.3391592075
658	0.3390649328
659	0.3389474117
660	0.3388221758
661	0.3387222898
662	0.3386751476
663	0.3386112514
664	0.3385014417
665	0.3383646001
666	0.3382902436
667	0.3381696922
668	0.3381045015
669	0.3380114749
670	0.3379082352
671	0.3377672133
672	0.337677121
673	0.3376123931
674	0.3375206404
675	0.3374378245
676	0.3372808353
677	0.3372013995
678	0.337149357
679	0.3370249321
680	0.3369536765
681	0.3368465937
682	0.3367664726
683	0.3366727527
684	0.3366114187
685	0.3364535651
686	0.3363756148
687	0.3362519709
688	0.3361609249
689	0.3360669519
690	0.3360208014
691	0.3359785979
692	0.3359146766
693	0.3358086601
694	0.3357253244
695	0.3356580483
696	0.3355094877
697	0.3354533273
698	0.3353680304
699	0.3352522096
700	0.3351512807
701	0.3350671465
702	0.3350206569
703	0.3349295759
704	0.3348829476
705	0.3347753928
706	0.3346852578
707	0.3346118669
708	0.3344831951
709	0.3343955819
710	0.3343107533
711	0.3342654279
712	0.3341829526
713	0.3340721881
714	0.3340275829
715	0.3339143788
716	0.3338511406
717	0.3337773451
718	0.3336825304
719	0.3336396588
720	0.3335296407
721	0.333410661
722	0.3333525838
723	0.3332147254
724	0.333100835
725	0.3330598954
726	0.3329546343
727	0.3328509352
728	0.33277838
729	0.3326932017
730	0.332598452
731	0.3325122561
732	0.3324633642
733	0.3323842661
734	0.3322952913
735	0.332182523
736	0.3320839795
737	0.3319935288
738	0.3319163538
739	0.3318193324
740	0.3316736183
741	0.3316132552
742	0.3315752329
743	0.3314442874
744	0.3314055348
745	0.3313543078
746	0.3312133624
747	0.3311553209
748	0.3310187888
749	0.3309046931
750	0.3308013426
751	0.3307214933
752	0.3306828863
753	0.3305899256
754	0.3304825503
755	0.3304457282
756	0.3303693724
757	0.3302830076
758	0.3301585176
759	0.3300919516
760	0.32999004
761	0.3299146675
762	0.3298177258
763	0.3297151416
764	0.3296170744
765	0.3294919062
766	0.3293919651
767	0.3293451946
768	0.3292421943
769	0.3291807157
770	0.3290391102
771	0.3289495574
772	0.3288754675
773	0.3288183859
774	0.3287835604
775	0.3287112443
776	0.3286718495
777	0.3285382391
778	0.3284567221
779	0.3284002004
780	0.3283023406
781	0.3282364373
782	0.3281270766
783	0.3280916092
784	0.3279855963
785	0.3278939429
786	0.3278596795
787	0.3277640177
788	0.3276899086
789	0.3275901813
790	0.3274524996
791	0.3274077591
792	0.3272926279
793	0.3272336473
794	0.3271380206
795	0.3270393493
796	0.3269444656
797	0.3268415777
798	0.3267657354
799	0.3266947452
800	0.3266268749
801	0.326522668
802	0.3264453441
803	0.3263758065
804	0.3262657442
805	0.3261704977
806	0.3261236485
807	0.3260567221
808	0.3259729361
809	0.3258819833
810	0.3257942067
811	0.3257303429
812	0.3256323022
813	0.3255697275
814	0.3255248716
815	0.3254382434
816	0.3253487093
817	0.3252803582
818	0.325205908
819	0.3251084389
820	0.3249736028
821	0.3248449849
822	0.3248015381
823	0.3247113073
824	0.3246512851
825	0.3245651505
826	0.3245176384
827	0.3244572437
828	0.3244159658
829	0.3243437788
830	0.3242213349
831	0.3241765658
832	0.3241450708
833	0.3240390726
834	0.3239860441
835	0.3239516212
836	0.3239008507
837	0.3237837358
838	0.3236615014
839	0.3235963817
840	0.3235452461
841	0.3234780456
842	0.3234392212
843	0.3233280439
844	0.3232213289
845	0.3231840428
846	0.3231173321
847	0.3230411633
848	0.3229573023
849	0.3229241588
850	0.3227421806
851	0.3226252394
852	0.3225450891
853	0.3224446181
854	0.3223610619
855	0.322295139
856	0.3222585579
857	0.3221634832
858	0.3220834643
859	0.3219934689
860	0.3218979314
861	0.3218074488
862	0.3217466904
863	0.3216345594
864	0.3215534308
865	0.3214979733
866	0.321391137
867	0.3213023392
868	0.3212019942
869	0.3211054615
870	0.3210072953
871	0.3209695704
872	0.3208766661
873	0.3207446748
874	0.3206744241
875	0.3205711906
876	0.3205329815
877	0.3204764176
878	0.3203918654
879	0.3202997526
880	0.3202219232
881	0.3201745574
882	0.3200874735
883	0.3200327215
884	0.3199263157
885	0.3198215467
886	0.3197175439
887	0.319625985
888	0.3195908061
889	0.3195381841
890	0.319456035
891	0.3194195868
892	0.3193890876
893	0.3192979974
894	0.3192318842
895	0.3191992275
896	0.3191252534
897	0.319040971
898	0.3189650473
899	0.3188814178
900	0.318811849
901	0.3187288142
902	0.3186501541
903	0.3185775028
904	0.3183791596
905	0.318256899
906	0.3181657375
907	0.3180778031
908	0.3179810649
909	0.3179515841
910	0.3178790767
911	0.3177169004
912	0.3176323678
913	0.3175326106
914	0.3174724514
915	0.3173737004
916	0.3172991826
917	0.3172007597
918	0.3171062799
919	0.3170813613
920	0.3170134554
921	0.3169357525
922	0.3168588105
923	0.3168137629
924	0.3167333261
925	0.3165955592
926	0.3164729713
927	0.3164154339
928	0.3163383111
929	0.3162836329
930	0.3162238779
931	0.3161088322
932	0.3160537204
933	0.3159613962
934	0.3158698803
935	0.3157779315
936	0.3156772619
937	0.3156160756
938	0.3155433984
939	0.315469727
940	0.3153893602
941	0.3152836964
942	0.3152118028
943	0.3151347376
944	0.3150750025
945	0.3150024731
946	0.3149296412
947	0.3148630653
948	0.3147799059
949	0.3146688747
950	0.3145655555
951	0.3144693445
952	0.3143998474
953	0.3142868066
954	0.3142421025
955	0.3141468856
956	0.3140617863
957	0.3139746875
958	0.3139302927
959	0.313850444
960	0.3137912931
961	0.3137359604
962	0.3136878903
963	0.3136417713
964	0.3135647268
965	0.3134745044
966	0.3134186257
967	0.3133920207
968	0.3133232043
969	0.3132496126
970	0.3132126179
971	0.3131444521
972	0.3130710032
973	0.3130061919
974	0.3128949347
975	0.3128189229
976	0.312766575
977	0.3126753268
978	0.3126378722
979	0.3125941835
980	0.3125573178
981	0.3124811921
982	0.3124257781
983	0.3123856804
984	0.3123227335
985	0.3122723789
986	0.3122400258
987	0.3121884502
988	0.312104935
989	0.3120364571
990	0.3119967617
991	0.311939358
992	0.3119115889
993	0.3118215287
994	0.3117661175
995	0.3117131112
996	0.3116473649
997	0.3115665107
998	0.3114929668
999	0.3114266681
